name,height,weight,reach,stance,wins,losses,draws
Kleydson Rodrigues,"5' 5""",135 lbs.,"67.0""",Orthodox,8,4,0
Paul Rodriguez,"5' 7""",155 lbs.,--,Orthodox,10,9,2
Ricco Rodriguez,"6' 4""",265 lbs.,--,Orthodox,53,25,0
Manuel Rodriguez,"5' 9""",170 lbs.,--,Orthodox,11,5,0
Yair Rodriguez,"5' 11""",145 lbs.,"71.0""",Orthodox,16,5,0
Mike Rodriguez,"6' 4""",205 lbs.,"82.0""",Southpaw,11,7,0
Marina Rodriguez,"5' 6""",115 lbs.,"65.0""",Orthodox,17,5,2
Daniel Rodriguez,"6' 1""",170 lbs.,"74.0""",Southpaw,18,5,0
Ray Rodriguez,"5' 7""",135 lbs.,"70.0""",Orthodox,16,8,0
Ronaldo Rodriguez,"5' 6""",125 lbs.,"65.0""",Orthodox,17,3,0
Drako Rodriguez,"5' 8""",135 lbs.,"69.0""",Orthodox,7,3,0
Victor Rodriguez,"5' 5""",125 lbs.,"67.0""",Switch,7,4,0
Piera Rodriguez,"5' 3""",115 lbs.,"63.0""",Orthodox,10,2,0
Christian Rodriguez,"5' 7""",145 lbs.,"71.0""",Orthodox,12,3,0
Pete Rodriguez,"5' 9""",170 lbs.,"71.0""",Switch,5,2,0
Nick Roehrick,"6' 2""",205 lbs.,--,Orthodox,7,1,0
Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75.0""",Orthodox,22,10,1
Brett Rogers,"6' 5""",265 lbs.,"81.0""",Orthodox,17,10,0
Brian Rogers,"5' 11""",185 lbs.,--,,14,9,0
Pete Rogers Jr.,"6' 0""",145 lbs.,--,,2,4,0
Max Rohskopf,"6' 1""",155 lbs.,"71.0""",Orthodox,5,1,0
Marcelo Rojo,"5' 8""",145 lbs.,"71.0""",Orthodox,16,10,0
Shane Roller,"5' 10""",155 lbs.,"72.0""",Orthodox,11,7,0
Jared Rollins,"5' 9""",170 lbs.,--,Orthodox,8,4,0
Tim Roman,"6' 1""",170 lbs.,--,,3,4,0
Alexandr Romanov,"6' 2""",262 lbs.,"75.0""",Southpaw,18,3,0
Ricardo Romero,"6' 0""",205 lbs.,"76.0""",Orthodox,11,3,0
Yoel Romero,"6' 0""",185 lbs.,"73.0""",Southpaw,13,5,0
Anthony Romero,"5' 11""",155 lbs.,"70.0""",Orthodox,8,0,0
Kaleio Romero,"5' 10""",145 lbs.,"69.0""",Switch,6,2,0
Roberto Romero,"5' 8""",145 lbs.,"70.0""",Orthodox,8,4,1
Mara Romero Borella,"5' 6""",125 lbs.,"69.0""",Orthodox,12,9,0
Cortavious Romious,"5' 4""",135 lbs.,"68.0""",Southpaw,9,3,0
Juancamilo Ronderos,"5' 3""",125 lbs.,"64.0""",Southpaw,4,2,0
 Rongzhu,"5' 9""",155 lbs.,"71.0""",Orthodox,26,6,0
Jesse Ronson,"5' 10""",155 lbs.,"70.0""",Southpaw,21,12,0
George Roop,"6' 1""",135 lbs.,"72.0""",Orthodox,15,13,1
Joao Roque,"5' 6""",155 lbs.,--,Orthodox,7,2,4
Aaron Rosa,"6' 4""",205 lbs.,"77.0""",Orthodox,18,6,0
Charles Rosa,"5' 9""",145 lbs.,"69.0""",Switch,14,8,0
Karol Rosa,"5' 5""",135 lbs.,"67.0""",Orthodox,18,7,0
Jacob Rosales,"5' 11""",155 lbs.,"74.0""",Orthodox,13,7,0
Raul Rosas Jr.,"5' 9""",135 lbs.,"67.0""",Switch,11,1,0
Hilarie Rose,"5' 3""",115 lbs.,"63.0""",Orthodox,4,2,0
Jake Rosholt,"6' 1""",185 lbs.,--,Orthodox,12,5,0
Jared Rosholt,"6' 2""",265 lbs.,"75.0""",Orthodox,14,4,0
Kevin Rosier,"6' 4""",275 lbs.,--,Orthodox,2,6,0
Zach Rosol,--,243 lbs.,--,,3,2,0
Shannon Ross,"5' 6""",125 lbs.,"66.0""",Switch,13,9,0
Nick Rossborough,"6' 5""",205 lbs.,--,,26,19,1
Kristian Rothaermel,"6' 0""",205 lbs.,--,Open Stance,4,3,0
Ben Rothwell,"6' 4""",265 lbs.,"78.0""",Orthodox,39,14,0
Rick Roufus,"6' 0""",207 lbs.,--,Southpaw,4,6,0
Khalil Rountree Jr.,"6' 1""",205 lbs.,"76.0""",Southpaw,14,6,0
Ronda Rousey,"5' 7""",135 lbs.,"66.0""",Orthodox,12,2,0
Ray Routh,"5' 8""",185 lbs.,--,Orthodox,2,1,0
Roberta Rovel,"5' 8""",145 lbs.,--,,4,1,0
Phil Rowe,"6' 3""",170 lbs.,"80.0""",Orthodox,10,5,0
Cam Rowston,"6' 2""",185 lbs.,"78.0""",Orthodox,8,3,0
Kain Royer,--,185 lbs.,--,,2,2,0
Brad Royster,--,135 lbs.,--,,1,2,0
Brandon Royval,"5' 9""",125 lbs.,"68.0""",Southpaw,17,7,0
Jairzinho Rozenstruik,"6' 2""",242 lbs.,"78.0""",Orthodox,15,6,0
Mauricio Rua,"6' 1""",205 lbs.,"76.0""",Orthodox,27,14,1
Murilo Rua,"5' 11""",185 lbs.,--,Orthodox,20,13,1
Marco Ruas,"6' 1""",210 lbs.,--,Orthodox,9,4,2
Rodrigo Ruas,"5' 10""",185 lbs.,--,Orthodox,4,5,1
Rodolfo Rubio Perez,"5' 5""",145 lbs.,--,Orthodox,10,16,1
Gabe Ruediger,"5' 10""",155 lbs.,--,Orthodox,18,8,0
Mauricio Ruffy,"5' 11""",155 lbs.,"75.0""",Orthodox,12,1,0
Eddie Ruiz,"5' 7""",155 lbs.,--,Orthodox,1,1,0
Anthony Ruiz,"6' 2""",205 lbs.,--,Orthodox,33,22,0
Paul Ruiz,"5' 6""",135 lbs.,--,,7,4,0
Montserrat Conejo Ruiz,"5' 0""",115 lbs.,"61.0""",Southpaw,10,4,0
Mike Russow,"6' 1""",255 lbs.,"73.0""",Orthodox,15,3,0
Bas Rutten,"6' 1""",205 lbs.,--,Orthodox,28,4,1
Mashrabjon Ruzibaev,"5' 8""",155 lbs.,"67.0""",Orthodox,20,4,1
Nursulton Ruziboev,"6' 5""",185 lbs.,"76.0""",Orthodox,35,9,2
Casey Ryan,--,185 lbs.,--,,7,3,0
Yusup Saadulaev,"5' 6""",135 lbs.,--,,16,4,1
Cameron Saaiman,"5' 8""",135 lbs.,"67.0""",Southpaw,9,2,0
Pete Sabala,--,135 lbs.,--,,3,15,0
Danny Sabatello,"5' 10""",135 lbs.,"71.0""",Orthodox,9,1,0
Pat Sabatini,"5' 8""",145 lbs.,"70.0""",Orthodox,19,5,0
Amir Sadollah,"5' 10""",170 lbs.,"75.0""",Orthodox,6,5,0
Nazim Sadykhov,"5' 10""",155 lbs.,"69.0""",Southpaw,10,1,1
Frankie Saenz,"5' 6""",135 lbs.,"66.0""",Orthodox,13,7,0
Saparbeg Safarov,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,0
Tarec Saffiedine,"5' 10""",170 lbs.,"70.0""",Switch,16,7,0
Jason Saggo,"5' 11""",155 lbs.,"71.0""",Orthodox,12,4,0
Kiru Sahota,"5' 10""",125 lbs.,"73.0""",Orthodox,12,3,0
Tatsuya Saika,"6' 0""",155 lbs.,"73.0""",Orthodox,11,5,0
Benoit Saint Denis,"5' 11""",155 lbs.,"73.0""",Southpaw,13,3,0
Ovince Saint Preux,"6' 3""",205 lbs.,"80.0""",Southpaw,27,18,0
Lukasz Sajewski,"5' 8""",155 lbs.,"71.0""",Orthodox,13,3,0
Yukio Sakaguchi,"5' 9""",185 lbs.,--,Orthodox,6,7,0
Augusto Sakai,"6' 3""",265 lbs.,"77.0""",Orthodox,16,5,1
Alessio Sakara,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,0
Wataru Sakata,"5' 9""",195 lbs.,--,Southpaw,11,14,0
Gokhan Saki,"6' 0""",205 lbs.,"73.0""",Orthodox,1,2,0
Kazushi Sakuraba,"6' 0""",185 lbs.,--,Southpaw,26,17,1
Hayato Sakurai,"5' 7""",168 lbs.,--,Orthodox,38,13,2
Ryuta Sakurai,"5' 7""",183 lbs.,--,Orthodox,24,24,6
Justin Salas,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,0
Ivan Salaverry,"6' 0""",185 lbs.,--,Orthodox,14,9,0
Roman Salazar,"5' 7""",135 lbs.,--,Orthodox,10,6,0
Luis Saldana,"5' 11""",145 lbs.,"73.0""",Orthodox,16,7,1
John Salgado,"5' 10""",170 lbs.,--,,4,8,1
Muslim Salikhov,"5' 11""",170 lbs.,"70.0""",Orthodox,21,5,0
Gabriel Salinas-Jones,"6' 1""",245 lbs.,--,,5,2,1
Brandon Saling,"5' 10""",170 lbs.,--,,8,6,0
Quillan Salkilld,"6' 0""",155 lbs.,"75.0""",Orthodox,8,1,0
Sean Salmon,"5' 10""",185 lbs.,--,Southpaw,18,21,0
Boston Salmon,"5' 9""",135 lbs.,"69.0""",Southpaw,6,3,0
John Salter,"6' 1""",185 lbs.,"74.0""",Southpaw,14,3,0
Vinicius Salvador,"5' 7""",135 lbs.,"70.0""",Southpaw,14,7,0
Dylan Salvador,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,0
Josh Samman,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,0
Johnny Sampaio,"5' 8""",170 lbs.,--,Orthodox,3,1,0
Josh Sampo,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,0
Josh San Diego,"5' 10""",135 lbs.,--,,8,3,0
Diego Sanchez,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,0
Eddie Sanchez,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,0
Julian Sanchez,"6' 3""",300 lbs.,--,Orthodox,0,1,0
Bobby Sanchez,"5' 7""",155 lbs.,--,Orthodox,10,35,0
Donald Sanchez,"5' 10""",145 lbs.,--,,31,17,0
Joby Sanchez,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,0
Emmanuel Sanchez,"5' 9""",145 lbs.,"71.0""",,15,3,0
Erick Sanchez,"5' 10""",145 lbs.,--,,8,3,0
Andrew Sanchez,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,0
Robert Sanchez,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,0
Jesse Sanders,"6' 0""",170 lbs.,--,Orthodox,23,7,0
Luke Sanders,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,0
Jerrod Sanders,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,0
Cory Sandhagen,"5' 11""",135 lbs.,"70.0""",Switch,17,5,0
Hugo Sandoval,--,135 lbs.,--,,2,3,0
Raul Sandoval,--,130 lbs.,--,,3,3,0
Joseph Sandoval,"5' 7""",135 lbs.,--,Southpaw,7,7,0
Hector Sandoval,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,0
Chris Sanford,"5' 11""",185 lbs.,--,Orthodox,5,1,0
Roldan Sangcha'an,"5' 4""",125 lbs.,--,Orthodox,4,2,0
Yuhi Sano,"5' 11""",243 lbs.,--,Orthodox,0,4,0
Martin Sano,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,1
Jonathan Santa Maria,"5' 9""",125 lbs.,--,,3,4,0
Duda Santana,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,0
Shaheen Santana,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,0
Sean Santella,"5' 5""",125 lbs.,--,,17,6,1
Jorge Santiago,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,0
Mike Santiago,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,0
Will Santiago,"5' 7""",185 lbs.,--,Orthodox,9,5,0
Richie Santiago,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,0
Jose Santibanez,--,155 lbs.,--,,10,3,0
Art Santore,"6' 2""",185 lbs.,--,,18,8,0
Adriano Santos,--,--,--,,0,1,0
Paulo Santos,--,--,--,,0,3,0
Evangelista Santos,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,0
Luis Santos,"6' 1""",170 lbs.,--,Southpaw,63,10,1
Iliarde Santos,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,1
Leonardo Santos,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,1
Thiago Santos,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0
Bruno Santos,"5' 9""",185 lbs.,--,Orthodox,15,2,0
Andre Santos,"6' 0""",170 lbs.,--,,38,10,0
Gleristone Santos,"5' 9""",145 lbs.,--,,33,7,0
Yana Santos,"5' 6""",135 lbs.,"68.0""",Orthodox,15,8,0
Taila Santos,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0
Marilia Santos,"5' 4""",125 lbs.,--,Orthodox,10,3,0
Edivan Santos,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1
Daniel Santos,"5' 7""",135 lbs.,"67.0""",Orthodox,12,2,0
Gabriel Santos,"5' 9""",145 lbs.,"70.0""",Orthodox,12,2,0
Luana Santos,"5' 6""",125 lbs.,"67.0""",Orthodox,8,2,0
Djorden Santos,"6' 0""",185 lbs.,"75.0""",Orthodox,10,2,0
Mairon Santos,"5' 7""",145 lbs.,"72.0""",Orthodox,16,1,0
Nick Sanzo,"5' 9""",190 lbs.,--,,1,1,0
Bob Sapp,"6' 5""",350 lbs.,--,Orthodox,11,20,0
Daniel Sarafian,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0
Jeka Saragih,"5' 8""",145 lbs.,"69.0""",Orthodox,14,4,0
Diego Saraiva,"5' 6""",155 lbs.,--,Orthodox,22,20,1
Harris Sarmiento,"5' 9""",155 lbs.,--,Orthodox,36,26,0
Alexander Sarnavskiy,"5' 11""",155 lbs.,--,,35,6,0
Yuki Sasaki,"6' 2""",185 lbs.,--,Orthodox,25,22,2
Kyosuke Sasaki,"5' 7""",183 lbs.,--,Southpaw,3,7,4
Yuta Sasaki,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2
Paul Sass,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0
Keisuke Sasu,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1
Masaaki Satake,"6' 1""",220 lbs.,--,Orthodox,1,8,1
Takenori Sato,"5' 10""",170 lbs.,--,Southpaw,19,11,7
Takashi Sato,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0
Uran Satybaldiev,--,205 lbs.,--,,7,1,0
Jeimeson Saudino,"5' 6""",135 lbs.,--,,8,5,0
Tom Sauer,"6' 1""",263 lbs.,--,,25,12,0
Townsend Saunders,"5' 5""",170 lbs.,--,Orthodox,0,2,0
Ben Saunders,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2
Chad W. Saunders,"5' 10""",170 lbs.,--,Orthodox,7,2,0
Chris Saunders,"5' 8""",155 lbs.,--,,16,8,0
Christien Savoie,"5' 11""",170 lbs.,"72.0""",Orthodox,10,2,1
Lumumba Sayers,"6' 0""",185 lbs.,--,,6,5,0
Matt Sayles,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0
Brandon Sayles,"6' 5""",265 lbs.,--,,5,1,0
Mikheil Sazhiniani,"6' 0""",205 lbs.,"71.0""",Orthodox,13,3,0
Mark Scanlon,"5' 9""",170 lbs.,--,Orthodox,9,2,0
Eric Schafer,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2
Kerry Schall,"6' 2""",265 lbs.,--,Orthodox,24,13,0
Eric Schambari,"5' 11""",185 lbs.,--,Orthodox,15,6,0
Brendan Schaub,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0
Matheus Scheffel,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0
Antonio Schembri,"5' 9""",205 lbs.,--,Orthodox,5,5,0
Fabiano Scherner,"6' 3""",257 lbs.,--,Orthodox,11,10,0
Samy Schiavo,"5' 8""",155 lbs.,--,Orthodox,10,6,0
Pat Schilling,"5' 8""",145 lbs.,--,Orthodox,5,2,0
Joe Schilling,"6' 3""",185 lbs.,--,,2,5,0
Semmy Schilt,"6' 10""",265 lbs.,--,Orthodox,26,14,1
Adam Schindler,"5' 8""",155 lbs.,--,,10,6,0
Daniel Schmitt,--,185 lbs.,--,,2,3,0
Colleen Schneider,--,135 lbs.,--,,11,7,0
Matt Schnell,"5' 8""",125 lbs.,"70.0""",Orthodox,16,9,0
Alex Schoenauer,"6' 3""",185 lbs.,--,Orthodox,15,10,0
Bailey Schoenfelder,"6' 3""",265 lbs.,"76.0""",Orthodox,5,1,0
Darrill Schoonover,"6' 2""",220 lbs.,--,Orthodox,14,8,0
Bob Schrijber,"6' 0""",240 lbs.,--,Orthodox,20,17,1
Nate Schroeder,"6' 1""",230 lbs.,--,,11,10,0
Lacey Schuckman,"5' 3""",125 lbs.,--,,11,10,0
Mark Schultz,"5' 9""",200 lbs.,--,Orthodox,1,1,0
Wes Schultz,"6' 2""",185 lbs.,"77.0""",Orthodox,6,2,0
Brian Schwartz,"6' 3""",170 lbs.,--,Orthodox,1,1,0
Eric Schwartz,--,205 lbs.,--,,2,0,0
Justin Scoggins,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0
Brad Scott,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0
Greg Scott,"5' 9""",145 lbs.,--,,3,4,0
Louis Lee Scott,--,135 lbs.,--,,8,0,0
Zachary Scroggin,"6' 3""",170 lbs.,"74.0""",Orthodox,7,1,0
Mike Seal,"6' 4""",185 lbs.,--,Orthodox,13,15,1
Matt Secor,"6' 0""",170 lbs.,--,,8,4,0
Kenneth Seegrist,"6' 0""",185 lbs.,--,Orthodox,4,7,0
Neil Seery,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0
Rony Sefo,"5' 9""",225 lbs.,--,Orthodox,0,2,0
Ray Sefo,"6' 0""",240 lbs.,--,Orthodox,2,2,0
Brendan Seguin,"6' 0""",185 lbs.,--,,23,19,1
Tetsuya Seki,"5' 10""",155 lbs.,--,,14,8,1
Stefan Sekulic,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0
Pete Sell,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0
Matthew Semelsberger,"6' 1""",170 lbs.,"75.0""",Switch,11,8,0
Andrei Semenov,"6' 0""",185 lbs.,--,Orthodox,34,9,2
Mackens Semerzier,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0
Brandon Sene,"5' 11""",205 lbs.,--,,2,2,0
YeDam Seo,"5' 3""",115 lbs.,"63.0""",Orthodox,7,4,0
Kim In Seok,"5' 6""",145 lbs.,--,Orthodox,3,6,0
Ray Seraille,"6' 3""",246 lbs.,--,,8,9,0
Ivan Serati,"6' 0""",205 lbs.,--,Orthodox,12,4,0
Alex Serdyukov,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0
Nicholas Sergiacomi,--,170 lbs.,--,,1,1,0
Matt Serra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0
Nick Serra,"5' 9""",170 lbs.,--,Orthodox,7,3,0
Adrian Serrano,"5' 8""",170 lbs.,--,,56,29,4
Fredy Serrano,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0
Carl Seumanutafa,"6' 1""",255 lbs.,--,Orthodox,10,8,0
Igor Severino,"5' 7""",125 lbs.,"69.0""",Orthodox,8,1,0
Dan Severn,"6' 2""",250 lbs.,--,Southpaw,101,19,1
Rosi Sexton,"5' 3""",135 lbs.,--,Orthodox,13,5,0
Scott Shaffer,"5' 7""",145 lbs.,--,Orthodox,0,1,0
Edmen Shahbazyan,"6' 2""",185 lbs.,"74.0""",Orthodox,14,5,0
Leon Shahbazyan,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0
Don Shainis,"5' 6""",145 lbs.,"67.0""",Orthodox,12,5,0
Liliya Shakirova,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0
Kamal Shalorus,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2
Ken Shamrock,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2
Frank Shamrock,"5' 10""",185 lbs.,--,Orthodox,23,10,2
Shang Zhifa,"5' 7""",125 lbs.,"63.0""",Orthodox,32,8,0
Sean Sharaf,"6' 3""",252 lbs.,"77.0""",Orthodox,4,1,0
Priya Sharma,"5' 1""",115 lbs.,"59.0""",Orthodox,5,2,0
Jason Sharp,--,205 lbs.,--,,3,3,0
Eric Shelton,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0
Sean Sherk,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1
Chase Sherman,"6' 4""",250 lbs.,"78.0""",Orthodox,16,12,0
Valentina Shevchenko,"5' 5""",125 lbs.,"66.0""",Southpaw,24,4,1
Antonina Shevchenko,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0
Shi Ming,"5' 2""",115 lbs.,"60.0""",Orthodox,17,5,0
Katsuyori Shibata,"6' 0""",168 lbs.,--,Orthodox,4,11,1
Jake Shields,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1
Henrique Shiguemoto,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1
Shunichi Shimizu,"5' 5""",135 lbs.,--,Orthodox,30,18,11
Wade Shipp,"6' 3""",245 lbs.,--,Orthodox,11,5,0
Raja Shippen,"5' 6""",145 lbs.,--,,18,11,1
Yuya Shirai,"5' 8""",168 lbs.,--,Orthodox,26,14,2
Wes Shivers,"6' 8""",--,--,,7,1,0
Alexander Shlemenko,"5' 11""",185 lbs.,--,,56,9,0
Josh Shockley,"6' 1""",155 lbs.,--,Orthodox,11,4,0
Josh Shockman,"6' 4""",235 lbs.,--,Southpaw,6,3,0
Akira Shoji,"5' 8""",195 lbs.,--,Orthodox,14,17,5
Liudvik Sholinian,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1
Jack Shore,"5' 8""",145 lbs.,"71.0""",Orthodox,17,3,0
Landon Showalter,"6' 0""",185 lbs.,--,,11,19,1
Ivan Shtyrkov,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1
Brandon Shuey,"5' 7""",155 lbs.,--,Orthodox,7,6,0
Ronal Siahaan,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0
Sam Sicilia,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0
Kiril Sidelnikov,"5' 11""",230 lbs.,--,,11,4,0
Serhiy Sidey,"5' 11""",135 lbs.,"72.0""",Switch,11,2,0
Steven Siler,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0
Siala Siliga,"6' 1""",290 lbs.,--,Orthodox,12,5,0
Xavier Siller,"5' 5""",125 lbs.,--,,5,5,0
Assuerio Silva,"5' 10""",241 lbs.,--,Orthodox,16,8,0
Anderson Silva,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0
Wanderlei Silva,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1
Thiago Silva,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0
Paulo Cesar Silva,"7' 5""",385 lbs.,--,Orthodox,2,6,0
Jean Silva,"5' 6""",160 lbs.,--,Orthodox,19,12,3
Edson Silva,--,205 lbs.,--,Orthodox,14,12,0
Sidney Silva,"6' 3""",170 lbs.,--,Southpaw,8,4,0
Jay Silva,"6' 2""",185 lbs.,--,Southpaw,10,11,1
Antonio Silva,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1
Fabio Silva,"5' 11""",205 lbs.,--,Orthodox,1,8,0
Erick Silva,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0
Leandro Silva,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1
Claudio Silva,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0
Wagner Silva,"6' 0""",170 lbs.,--,Orthodox,6,3,0
Rafael Silva,"5' 7""",135 lbs.,--,,28,6,0
Joaquim Silva,"5' 8""",155 lbs.,"69.0""",Southpaw,13,6,0
Felipe Silva,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0
Dayana Silva,"5' 7""",135 lbs.,--,Orthodox,7,4,0
Bruno Silva,"5' 4""",125 lbs.,"65.0""",Orthodox,14,6,2
Bruno Silva,"6' 0""",185 lbs.,"74.0""",Orthodox,23,12,0
Gabriel Silva,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0
Jacob Silva,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0
Natalia Silva,"5' 4""",125 lbs.,"65.0""",Southpaw,18,5,1
Jansey Silva,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0
Maria Silva,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0
Karine Silva,"5' 5""",125 lbs.,"67.0""",Orthodox,18,5,0
Erik Silva,"5' 9""",145 lbs.,"71.0""",Orthodox,9,3,0
Janaina Silva,"5' 1""",115 lbs.,"60.0""",Orthodox,5,1,0
Jhonata Silva,"5' 5""",125 lbs.,"66.0""",Orthodox,8,2,0
Jean Silva,"5' 7""",145 lbs.,"69.0""",Orthodox,15,2,0
Danny Silva,"5' 11""",145 lbs.,"70.0""",Switch,10,1,0
Douglas Silva de Andrade,"5' 7""",135 lbs.,"68.0""",Orthodox,29,6,0
Leonardo Silva de Oliveira,"6' 2""",185 lbs.,--,Orthodox,12,4,0
Marcus Silveira,"6' 3""",242 lbs.,--,Orthodox,6,4,0
Elias Silverio,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0
Sim Kai Xiong,"5' 5""",125 lbs.,"66.0""",Orthodox,5,1,0
Jamey Simmons,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0
Ricky Simon,"5' 6""",135 lbs.,"69.0""",Orthodox,21,6,0
Aaron Simpson,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0
Wes Sims,"6' 10""",260 lbs.,--,Orthodox,24,14,1
Marlon Sims,--,170 lbs.,--,,3,4,0
Tony Sims,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0
Everett Sims,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0
Lodune Sincaid,"5' 9""",185 lbs.,--,Orthodox,15,9,0
Rob Sinclair,"5' 8""",155 lbs.,--,,13,5,0
Rory Singer,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0
Rana Rudra Pratap Singh,"5' 10""",135 lbs.,"69.0""",Orthodox,11,2,0
Kiran Singh,"5' 1""",115 lbs.,"65.0""",Orthodox,7,4,0
Elvis Sinosic,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2
Mitchell Sipe,"6' 2""",245 lbs.,--,Orthodox,4,1,0
Gian Siqueira,"6' 1""",170 lbs.,"74.0""",Orthodox,19,5,0
Jeremia Siregar,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0
AJ Siscoe,"5' 7""",135 lbs.,--,,1,2,0
Yokthai Sithoar,"5' 7""",143 lbs.,--,,0,1,0
Jeri Sitzes,"5' 5""",125 lbs.,--,,3,1,0
Dennis Siver,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0
Chas Skelly,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0
Matt Skelton,"6' 3""",265 lbs.,--,Orthodox,0,1,0
Zach Skinner,"5' 6""",145 lbs.,--,Orthodox,10,11,0
Brian Sleeman,"5' 8""",185 lbs.,--,,9,9,1
Joe Slick,"6' 0""",199 lbs.,--,Orthodox,16,5,3
Ray Sloan,"6' 1""",205 lbs.,--,,8,1,0
Kestutis Smirnovas,"5' 10""",200 lbs.,--,Orthodox,24,8,2
Maurice Smith,"6' 2""",221 lbs.,--,Orthodox,12,14,0
Patrick Smith,"6' 2""",225 lbs.,--,Orthodox,20,17,0
Scott Smith,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0
Eric Smith,--,--,--,Southpaw,1,1,0
Josh Smith,"6' 0""",155 lbs.,--,Orthodox,9,8,0
