name,height,reach,stance
Paula Luna,62,62,Orthodox
Dalcha Lungiambula,68,76,Orthodox
Alexandru Lungu,72,72,Orthodox
Vicente Luque,71,75,Orthodox
Thaddeus Luster,75,75,Orthodox
Travis Lutter,71,75,Orthodox
Joilton Lutterbach,73,75,Orthodox
Tucker Lutz,68,72,Orthodox
Lv Zhenhong,68,67,Switch
Stevie Lynch,70,70,Orthodox
Adam Lynn,70,70,Orthodox
Chris Lytle,71,68,Orthodox
Dong Hyun Ma,71,70,Orthodox
Pawan Maan,67,70,Orthodox
William Macario,71,75,Orthodox
Jason MacDonald,75,80,Orthodox
Rob MacDonald,75,78,Orthodox
Rory MacDonald,72,76,Orthodox
Ryan MacDonald,71,71,Switch
Clayton MacFarlane,71,72,Orthodox
Ilima Macfarlane,64,64,Orthodox
Valesca Machado,64,63,Orthodox
Caio Machado,76,78,Southpaw
Ian Machado Garry,75,74,Orthodox
Lyoto Machida,73,74,Southpaw
War Machine,71,71,Orthodox
Anthony Macias,69,69,Switch
Pauline Macias,64,64,Southpaw
Reza Madadi,71,73,Orthodox
Don Madge,72,72,Southpaw
Ryan Madigan,72,72,Orthodox
Victor Madrigal,67,71,Orthodox
Jon Madsen,72,72,Orthodox
Mark Madsen,68,72,Orthodox
Yoshiro Maeda,67,68,Southpaw
Leonardo Mafra,70,70,Orthodox
Vinny Magalhaes,75,75,Orthodox
Vinicius Magalhaes,68,70,Orthodox
Caio Magalhaes,73,73,Orthodox
Bernardo Magalhaes,69,69,Orthodox
Eric Magana,70,71,Orthodox
Brandon Magana,71,72,Orthodox
Angela Magana,61,65,Orthodox
Neil Magny,75,80,Orthodox
Raimond Magomedaliev,73,75,Orthodox
Ibragim Magomedov,72,72,Orthodox
Rashid Magomedov,69,70,Orthodox
Ruslan Magomedov,75,78,Orthodox
Abus Magomedov,74,78,Orthodox
Shara Magomedov,74,73,Orthodox
Zabit Magomedsharipov,73,73,Orthodox
John Maguire,69,69,Southpaw
Lolohea Mahe,70,71,Orthodox
Michelle Maher,68,70,Orthodox
Maheshate,72,71,Orthodox
Bill Mahood,75,75,Orthodox
Klayton Mai,69,69,Orthodox
Demian Maia,73,72,Southpaw
Jennifer Maia,64,64,Orthodox
Nayara Maia,65,66,Orthodox
Roshan Mainam,67,68,Orthodox
Levan Makashvili,68,68,Orthodox
John Makdessi,68,68,Orthodox
Islam Makhachev,70,70,Southpaw
Aliev Makhmud,66,66,Southpaw
Zach Makovsky,64,64,Southpaw
Azat Maksum,67,70,Southpaw
Jeremy Malaterre,71,71,Orthodox
Fabio Maldonado,73,75,Orthodox
Marvin Maldonado,66,66,Orthodox
Bea Malecki,69,74,Orthodox
Nazareno Malegarie,68,68,Orthodox
Carl Malenko,71,71,Orthodox
Jacob Malkoun,69,73,Orthodox
Mike Malott,73,73,Orthodox
Troy Mandaloniz,69,69,Orthodox
Nate Maness,70,72,Orthodox
Michael Mangan,70,71,Orthodox
Gary Mangat,67,67,Orthodox
Melvin Manhoef,69,69,Orthodox
Melchor Manibusan,65,65,Southpaw
Jon Manley,73,73,Orthodox
Steve Mann,73,73,Orthodox
Marnic Mann,60,64,Southpaw
Dylan Mantello,73,73,Orthodox
Chris Manuel,69,69,Orthodox
Jimi Manuwa,73,79,Orthodox
Dominic Mar Fan,70,71,Orthodox
Cristiano Marcello,69,72,Orthodox
Daniel Marcos,67,69,Orthodox
Jose Maria,65,65,Orthodox
Marcos Mariano,73,76,Switch
Enrique Marin,70,70,Orthodox
Chepe Mariscal,67,69,Orthodox
Ronny Markes,73,75,Orthodox
Rory Markham,72,71,Orthodox
Randa Markos,64,63,Orthodox
Christina Marks,67,69,Orthodox
Brendon Marotte,69,70,Orthodox
Nate Marquardt,72,74,Orthodox
Danilo Marques,78,77,Orthodox
Julian Marquez,74,72,Orthodox
Carmelo Marrero,72,73,Orthodox
Cesar Marscucci,70,71,Orthodox
John Marsh,72,72,Orthodox
CJ Marsh,70,71,Orthodox
Eliot Marshall,74,77,Orthodox
Doug Marshall,70,70,Orthodox
David Marshall,74,74,Orthodox
Francis Marshall,69,72,Orthodox
Jack Marshman,72,73,Orthodox
Terry Martin,68,71,Orthodox
Eric Martin,70,71,Orthodox
Justin Martin,72,72,Orthodox
Dave Martin,72,72,Orthodox
Joe Martin,69,69,Orthodox
Anthony Rocco Martin,72,73,Orthodox
Mallory Martin,64,63,Orthodox
Michal Martinek,74,74,Southpaw
Rainy Martinez,72,72,Orthodox
Danny Martinez,66,67,Orthodox
Alonzo Martinez,70,70,Orthodox
Henry Martinez,67,69,Southpaw
Jonathan Martinez,68,70,Southpaw
Poppies Martinez,69,69,Orthodox
Andrew Martinez,69,69,Orthodox
Mana Martinez,70,70,Orthodox
Victor Martinez,68,70,Orthodox
Roque Martinez,70,72,Orthodox
Melissa Martinez,62,66,Southpaw
Julieta Martinez,61,62,Orthodox
David Martinez,65,67,Orthodox
Wagner da Conceicao Martins,79,79,Orthodox
Adriano Martins,70,72,Southpaw
Lucas Martins,72,72,Southpaw
Max Martyniouk,70,71,Orthodox
Bristol Marunde,73,75,Orthodox
Shoji Maruyama,67,67,Orthodox
Kazuma Maruyama,71,72,Orthodox
Islem Masraf,72,74,Southpaw
Mike Massenzio,74,73,Southpaw
Jameel Massouh,70,72,Orthodox
Tiffany Masters,63,65,Orthodox
Jorge Masvidal,71,74,Orthodox
Al Matavao,68,67,Orthodox
Tateki Matsuda,67,67,Orthodox
Arisa Matsuda,63,64,Orthodox
Daijiro Matsui,69,69,Orthodox
Toki Matsui,66,65,Orthodox
Koichiro Matsumoto,67,67,Orthodox
Jean Matsumoto,66,68,Orthodox
Koyomi Matsushima,67,66,Orthodox
Naoki Matsushita,66,66,Orthodox
AJ Matthews,71,71,Orthodox
Jake Matthews,71,73,Orthodox
Connor Matthews,68,71,Switch
Claudio Mattos,72,73,Orthodox
John Matua,74,74,Orthodox
Francesco Maturi,70,71,Orthodox
Vladimir Matyushenko,72,74,Orthodox
Miranda Maverick,63,65,Southpaw
Nick Maximov,72,76,Southpaw
Elaina Maxwell,68,68,Orthodox
Jeremy May,73,73,Orthodox
Jack May,80,80,Switch
Don'Tale Mayes,78,81,Orthodox
Gray Maynard,69,70,Orthodox
Brooke Mayo,67,67,Orthodox
Gina Mazany,66,68,Southpaw
Sabina Mazo,67,70,Orthodox
Francesco Mazzeo,75,75,Orthodox
Scott McAfee,68,68,Orthodox
Bobby McAndrews,70,71,Orthodox
Michael McBride,73,73,Orthodox
Ian McCall,65,64,Orthodox
Molly McCann,64,62,Orthodox
Charles McCarthy,70,71,Orthodox
Eric McConico,72,77,Southpaw
Sean McCorkle,79,81,Orthodox
Danni McCormack,64,62,Southpaw
Kris McCray,72,76,Orthodox
Tamdan McCrory,76,76,Switch
Rob McCullough,69,69,Orthodox
Justin McCully,73,73,Orthodox
Robert McDaniel,75,75,Southpaw
Scott McDonald,70,71,Orthodox
Michael McDonald,69,70,Orthodox
Josh McDonald,72,73,Orthodox
Miles McDonald,67,67,Orthodox
Justin McElfresh,78,78,Orthodox
Drew McFedries,72,72,Southpaw
Liam McGeary,78,78,Orthodox
Gan McGee,82,82,Orthodox
Court McGee,71,75,Orthodox
Marcus McGhee,68,69,Orthodox
Ryan McGillivray,71,71,Orthodox
Ryan McGivern,72,72,Orthodox
Jack McGlaughlin,70,71,Orthodox
Conor McGregor,69,74,Southpaw
Greg McIntyre,70,70,Orthodox
Antonio McKee,68,68,Southpaw
AJ McKee,70,70,Orthodox
Rhys McKee,74,78,Orthodox
Cory McKenna,63,58,Orthodox
Tim McKenzie,72,74,Orthodox
Cody McKenzie,72,72,Switch
Terrance McKinney,70,73,Switch
Brian McLaughlin,69,69,Orthodox
Jason McLean,65,65,Orthodox
Garreth McLellan,73,72,Southpaw
Sara McMann,66,66,Orthodox
Tommy McMillen,68,70,Orthodox
James McSweeney,76,77,Switch
Charles McTorry,70,71,Orthodox
Daniel McWilliams,73,73,Orthodox
Tim Means,74,75,Orthodox
Yancy Medeiros,70,75,Orthodox
Anistavio Medeiros,66,66,Orthodox
Kaline Medeiros,63,63,Orthodox
MarQuel Mederos,70,69,Orthodox
Uros Medic,73,71,Southpaw
Todd Medina,70,70,Southpaw
Jason Medina,69,69,Orthodox
Jose Daniel Medina,72,74,Orthodox
Emil Meek,71,74,Switch
Sanford Alton Meeks,77,75,Orthodox
Gerald Meerschaert,73,77,Southpaw
Frank Megallon,70,70,Southpaw
Derrick Mehmen,76,76,Orthodox
Miika Mehmet,74,74,Orthodox
Jordan Mein,72,73,Orthodox
Bryce Mejia,73,73,Orthodox
Brian Melancon,68,68,Orthodox
Brandon Melendez,71,71,Southpaw
Gilbert Melendez,69,73,Orthodox
Nair Melikyan,66,66,Orthodox
Marcelo Mello,67,67,Southpaw
Fabio Mello,65,65,Southpaw
Vanessa Melo,65,65,Orthodox
Antonio Mendes,75,77,Southpaw
Chad Mendes,66,66,Orthodox
Augusto Mendes,66,65,Orthodox
Eddie Mendez,70,70,Orthodox
Mateus Mendonca,66,71,Orthodox
Luis Mendoza,70,71,Orthodox
Pietro Menga,67,68,Southpaw
Alonzo Menifield,72,76,Orthodox
Ivan Menjivar,66,64,Orthodox
Dave Menne,70,70,Orthodox
Steve Mensing,71,71,Orthodox
Buck Meredith,74,74,Orthodox
Adam Meredith,74,74,Orthodox
Joe Merritt,72,72,Orthodox
Jeremiah Metcalf,73,73,Orthodox
Jonathan Meunier,75,75,Switch
Yaotzin Meza,69,71,Orthodox
Guy Mezger,73,73,Orthodox
Jonathan Micallef,72,77,Southpaw
Brandon Michaels,69,69,Orthodox
Andreas Michailidis,72,76,Orthodox
David Michaud,69,69,Orthodox
Chris Mickle,69,69,Orthodox
Zachary Micklewright,72,74,Southpaw
Kristof Midoux,73,73,Orthodox
Keith Mielke,68,68,Orthodox
Chris Mierzwiak,73,73,Orthodox
Gabriel Miglioli,68,68,Orthodox
Bojan Mihajlovic,71,73,Orthodox
Billy Miles,70,70,Orthodox
Pat Miletich,70,70,Orthodox
Curtis Millender,74,76,Orthodox
Phillip Miller,71,71,Orthodox
Jason Miller,73,73,Orthodox
Dan Miller,73,74,Orthodox
Jim Miller,68,71,Southpaw
Cole Miller,73,73,Orthodox
Henry Miller,67,67,Southpaw
Micah Miller,72,72,Orthodox
Aaron Miller,69,69,Orthodox
Mo Miller,68,72,Orthodox
Juliana Miller,67,66,Orthodox
Eddy Millis,73,73,Orthodox
Che Mills,73,76,Orthodox
Adam Milstead,75,76,Orthodox
Alberto Mina,72,77,Orthodox
Vitaly Minakov,74,74,Orthodox
Darrick Minner,67,69,Orthodox
Ikuhisa Minowa,69,69,Orthodox
Carlton Minus,70,75,Orthodox
Stipe Miocic,76,80,Orthodox
Frank Mir,75,79,Southpaw
Juan Miranda,70,71,Orthodox
Mario Miranda,75,74,Orthodox
Vitor Miranda,73,77,Orthodox
Gabriel Miranda,71,71,Orthodox
Damir Mirenic,72,72,Orthodox
Kazuo Misaki,68,68,Orthodox
Toby Misech,68,68,Southpaw
Dokonjonosuke Mishima,67,67,Southpaw
Felix Lee Mitchell,70,71,Orthodox
David Mitchell,72,75,Orthodox
Danny Mitchell,74,74,Orthodox
Brad Mitchell,71,71,Orthodox
Clay Mitchell,74,74,Orthodox
Bryce Mitchell,70,70,Southpaw
Maurice Mitchell,69,69,Orthodox
Terrence Mitchell,70,74,Orthodox
Roman Mitichyan,70,70,Orthodox
Matt Mitrione,75,82,Switch
Eiji Mitsuoka,67,67,Southpaw
Hiromitsu Miura,69,71,Orthodox
Jonathan Mix,72,72,Orthodox
Tomoya Miyashita,67,67,Southpaw
Kazuyuki Miyata,68,68,Orthodox
Motoki Miyazawa,71,71,Southpaw
Takeya Mizugaki,67,69,Orthodox
Mizuki,63,65,Orthodox
Tatsuya Mizuno,73,73,Southpaw
Roxanne Modafferi,67,69,Orthodox
Bobby Moffett,70,73,Orthodox
Bronson Mohika,67,68,Orthodox
Nate Mohr,69,72,Orthodox
Renato Moicano,71,72,Orthodox
Thiago Moises,69,70,Orthodox
Muhammad Mokaev,67,70,Orthodox
Ashkan Mokhtarian,66,67,Southpaw
Suman Mokhtarian,68,72,Orthodox
Dan Molina,70,70,Orthodox
Jeff Molina,66,69,Orthodox
Rudyard Moncayo,70,70,Orthodox
Hidetaka Monma,72,72,Orthodox
Jeff Monson,69,74,Orthodox
Darrell Montague,66,67,Southpaw
Andrew Montanez,72,73,Orthodox
Augusto Montano,73,73,Orthodox
Erick Montano,72,73,Orthodox
Nicco Montano,65,65,Southpaw
Antonio Monteiro,67,70,Orthodox
Alberto Montes,67,69,Orthodox
Steve Montgomery,76,76,Southpaw
James Moontasri,70,71,Switch
Homer Moore,70,70,Orthodox
Todd Moore,69,71,Southpaw
Nate Moore,72,72,Orthodox
Dustin Moore,64,64,Orthodox
Taylor Moore,70,70,Southpaw
Sergio Moraes,72,72,Orthodox
Marlon Moraes,66,67,Orthodox
Sheymon Moraes,68,72,Orthodox
John Moraga,66,66,Orthodox
Ricardo Morais,80,80,Orthodox
Leonardo Morales,68,68,Southpaw
Albert Morales,69,72,Orthodox
Joseph Morales,66,69,Switch
Vince Morales,67,70,Orthodox
Omar Morales,71,73,Orthodox
Michael Morales,72,79,Orthodox
Sarah Moras,67,67,Orthodox
Christian Morecraft,78,81,Orthodox
Joe Moreira,71,71,Southpaw
Richardson Moreira,74,74,Orthodox
Gisele Moreira,66,66,Orthodox
Vinicius Moreira,76,76,Orthodox
Jesse Moreng,67,67,Orthodox
Brandon Moreno,67,70,Orthodox
Mike Moreno,72,72,Orthodox
Dan Moret,72,73,Southpaw
Sammy Morgan,70,70,Orthodox
Peggy Morgan,73,73,Orthodox
Alexander Morgan,70,71,Orthodox
Alex Morono,71,72,Orthodox
Maryna Moroz,67,67,Orthodox
Sergey Morozov,66,67,Orthodox
Brad Morris,74,74,Orthodox
Scott Morris,70,70,Orthodox
Anthony Morrison,67,67,Orthodox
Jack Morrison,71,71,Orthodox
Harry Moskowitz,77,77,Orthodox
Carlos Mota,64,69,Orthodox
Miki Motono,62,63,Southpaw
Juan Mott,72,72,Switch
Nikolas Motta,69,70,Orthodox
Flavio Luiz Moura,71,71,Open Stance
Eduarda Moura,66,66,Orthodox
Gegard Mousasi,74,76,Orthodox
Kris Moutinho,67,68,Southpaw
Kin Moy,65,65,Orthodox
Jamie Moyle,61,65,Orthodox
Askar Mozharov,75,74,Orthodox
Garrett Mueller,69,69,Orthodox
Lauren Mueller,65,67,Orthodox
Belal Muhammad,71,72,Orthodox
Fazlo Mulabitinovic,67,68,Orthodox
Quinn Mulhern,75,75,Orthodox
James Mulheron,70,73,Orthodox
Jamie Mullarkey,72,74,Orthodox
Jim Mullen,73,73,Southpaw
Melissa Mullins,67,68,Orthodox
Pedro Munhoz,66,65,Orthodox
Andre Muniz,73,78,Southpaw
Mark Munoz,72,71,Orthodox
Alexander Munoz,69,72,Switch
Johnny Munoz,69,71,Orthodox
Andy Murad,69,69,Orthodox
Olivier Murad,70,72,Southpaw
Makhmud Muradov,74,75,Orthodox
Kazunari Murakami,73,73,Orthodox
Ryuichi Murata,68,68,Orthodox
Kanako Murata,61,62,Orthodox
Ailiya Muratbek,70,71,Orthodox
Vince Murdock,66,64,Orthodox
Samandar Murodov,73,75,Orthodox
Tom Murphy,74,74,Southpaw
Ian Murphy,73,73,Orthodox
Jon Murphy,75,75,Orthodox
Lauren Murphy,65,67,Orthodox
Patrick Murphy,72,72,Orthodox
Lerone Murphy,69,73,Orthodox
Lee Murray,75,75,Orthodox
Jesse Murray,75,78,Orthodox
Khalid Murtazaliev,72,76,Orthodox
Azamat Murzakanov,70,71,Southpaw
Josias Musasa,68,74,Southpaw
Nicholas Musoke,72,75,Orthodox
Andre Mussi,75,75,Orthodox
Magomed Mustafaev,68,71,Orthodox
Max Mustaki,72,72,Orthodox
Elvis Mutapcic,72,72,Orthodox
Fiona Muxlow,64,64,Orthodox
Ho Bae Myeon,71,71,Orthodox
Katsuhiko Nagata,67,67,Southpaw
Yuji Nagata,72,72,Orthodox
Greg Nagy,73,73,Orthodox
Logan Nail,72,73,Orthodox
Muhammad Naimov,69,70,Orthodox
Yukiya Naito,73,73,Orthodox
Yura Naito,72,74,Orthodox
Andrews Nakahara,73,73,Orthodox
Rin Nakai,61,61,Orthodox
Kazuhiro Nakamura,71,70,Orthodox
Keita Nakamura,71,73,Southpaw
Daisuke Nakamura,67,67,Orthodox
Yusaku Nakamura,65,65,Orthodox
Rinya Nakamura,67,68,Southpaw
Keiichiro Nakamura,68,70,Orthodox
Tokitaka Nakanishi,66,66,Orthodox
Jutaro Nakao,69,69,Southpaw
Yoshihiro Nakao,72,72,Southpaw
Yui Chul Nam,69,69,Orthodox
Tyson Nam,67,68,Orthodox
Rose Namajunas,65,65,Orthodox
Yasuhito Namekawa,69,69,Orthodox
Nad Narimani,68,70,Orthodox
Roger Narvaez,75,75,Southpaw
Fabio Nascimento,70,70,Orthodox
Allan Nascimento,68,69,Orthodox
Rodrigo Nascimento,74,80,Orthodox
Bobby Nash,72,74,Orthodox
Reza Nasri,71,71,Orthodox
Nasrudin Nasrudinov,72,71,Orthodox
Pawel Nastula,72,72,Southpaw
Rafael Natal,72,77,Orthodox
Kevin Natividad,66,70,Orthodox
Ismail Naurdiev,70,74,Orthodox
Danny Navarro,70,70,Orthodox
Marcio Navarro,72,72,Orthodox
Tafon Nchukwi,72,77,Orthodox
Dustin Neace,69,69,Orthodox
Josh Neal,72,72,Orthodox
Joe Neal,66,66,Orthodox
Geoff Neal,71,75,Southpaw
Stanislav Nedkov,71,71,Orthodox
Josh Neer,71,72,Orthodox
Nicolae Negumereanu,72,78,Orthodox
Steve Nelmark,72,72,Orthodox
Shane Nelson,69,70,Southpaw
Roy Nelson,72,73,Orthodox
Gunnar Nelson,71,72,Switch
Kyle Nelson,71,71,Switch
Lissette Neri,62,62,Orthodox
Mario Neto,72,72,Orthodox
Antonio Braga Neto,75,77,Orthodox
Eduardo Neves,74,78,Orthodox
Julio Cesar Neves Jr.,68,68,Orthodox
Nick Newell,70,70,Southpaw
Journey Newson,65,67,Orthodox
Jeff Newton,74,74,Sideways
Carlos Newton,69,69,Orthodox
Emanuel Newton,73,73,Orthodox
Francis Ngannou,76,83,Orthodox
Ben Nguyen,65,65,Switch
Steven Nguyen,71,73,Switch
Alex Nicholson,76,77,Orthodox
Bo Nickal,73,76,Southpaw
Mike Nickels,76,76,Orthodox
Matheus Nicolau,66,66,Orthodox
Stewart Nicoll,65,65,Orthodox
Jaimelene Nievera,65,65,Orthodox
Khomkrit Niimi,62,62,Orthodox
Tom Niinimaki,69,69,Orthodox
Ramsey Nijem,71,75,Orthodox
Hans Nijman,72,72,Switch
Jack Nilson,70,71,Orthodox
Mats Nilsson,73,73,Orthodox
Guangyou Ning,64,64,Southpaw
Soichi Nishida,71,71,Orthodox
Yosuke Nishijima,69,69,Orthodox
Yamato Nishikawa,67,67,Orthodox
Akiyo Nishiura,68,68,Southpaw
Anthony Njokuani,73,75,Orthodox
Chidi Njokuani,75,80,Orthodox
Derrick Noble,69,69,Southpaw
Kyle Noblitt,74,74,Orthodox
Pedro Nobre,65,65,Orthodox
Jacob Noe,74,74,Orthodox
Antonio Rodrigo Nogueira,75,77,Orthodox
Rogerio Nogueira,74,75,Southpaw
Alexandre Franca Nogueira,67,67,Orthodox
Talita Nogueira,70,70,Orthodox
Kyle Noke,73,76,Southpaw
Tom Nolan,75,73,Southpaw
Nick Nolte,72,72,Orthodox
KJ Noons,70,70,Orthodox
Sage Northcutt,72,71,Orthodox
Jan Nortje,73,73,Southpaw
Scott Norton,70,70,Orthodox
Shohei Nose,66,68,Switch
Jonatas Novaes,71,71,Orthodox
Jason Novelli,72,72,Orthodox
Phillipe Nover,69,72,Orthodox
Taiyilake Nueraji,74,75,Southpaw
Shayilan Nuerdanbieke,68,69,Orthodox
Diego Nunes,66,67,Orthodox
Amanda Nunes,68,69,Orthodox
Nina Nunes,65,64,Orthodox
Istela Nunes,64,66,Orthodox
Josiane Nunes,62,67,Southpaw
Diyar Nurgozhay,74,74,Southpaw
Khabib Nurmagomedov,70,70,Orthodox
Said Nurmagomedov,68,70,Orthodox
Abubakar Nurmagomedov,71,72,Orthodox
Umar Nurmagomedov,68,69,Orthodox
Adilet Nurmatov,68,70,Orthodox
Kennedy Nzechukwu,77,83,Southpaw
Jake O'Brien,75,76,Orthodox
TJ O'Brien,74,74,Orthodox
Sean O'Connell,73,74,Orthodox
Dan O'Connor,64,64,Orthodox
Sean O'Haire,77,77,Orthodox
Sean O'Malley,71,72,Switch
Jeremiah O'Neal,68,68,Orthodox
Chuck O'Neil,74,74,Orthodox
Casey O'Neill,66,69,Orthodox
Brendan O'Reilly,67,69,Orthodox
Takahiro Oba,68,68,Southpaw
Nobuhiro Obiya,68,68,Orthodox
Jose Ochoa,67,67,Southpaw
Christian Ocon,68,69,Orthodox
Richard Odoms,77,77,Orthodox
Volkan Oezdemir,74,75,Orthodox
Kaan Ofli,67,66,Orthodox
Naoya Ogawa,76,76,Orthodox
Trey Ogden,71,72,Orthodox
Andy Ogle,68,69,Orthodox
Ho Taek Oh,70,71,Orthodox
Michiyoshi Ohara,70,70,Orthodox
Koji Oishi,68,68,Orthodox
Takayuki Okada,73,73,Orthodox
Yushin Okami,74,75,Southpaw
JJ Okanovich,71,76,Orthodox
Bolaji Oki,70,73,Orthodox
Kazuki Okubo,71,71,Orthodox
Masakatsu Okuda,70,71,Orthodox
Aleksei Oleinik,74,80,Orthodox
Michal Oleksiejczuk,72,74,Southpaw
Rafaello Oliveira,68,71,Orthodox
Charles Oliveira,70,74,Orthodox
Jorge Oliveira,73,73,Orthodox
Ednaldo Oliveira,77,77,Orthodox
Alex Oliveira,71,76,Orthodox
Maria Oliveira,66,69,Orthodox
Bruno Oliveira,76,80,Orthodox
Saimon Oliveira,64,72,Orthodox
Vinicius Oliveira,69,70,Switch
Ravena Oliveira,65,65,Orthodox
Wendell Oliveira Marques,70,70,Orthodox
Felipe Olivieri,69,69,Orthodox
Andy Ologun,72,72,Orthodox
Shana Olsen,67,67,Orthodox
Casey Olson,67,67,Orthodox
Dennis Olson,72,72,Orthodox
Cameron Olson,73,75,Orthodox
Gadzhi Omargadzhiev,73,71,Switch
Alan Omer,70,70,Orthodox
Daniel Omielanczuk,72,74,Southpaw
Michihiro Omigawa,66,68,Orthodox
David Onama,71,74,Orthodox
Charlie Ontiveros,74,74,Switch
Chibwikem Onyenegecha,75,75,Orthodox
Myktybek Orolbai,70,74,Orthodox
Sam Oropeza,74,74,Orthodox
Brian Ortega,68,69,Switch
Tito Ortiz,75,74,Orthodox
Jorge Ortiz,72,72,Orthodox
Dustin Ortiz,65,65,Orthodox
Kenji Osawa,67,66,Orthodox
Ode Osbourne,67,73,Southpaw
Kurt Osiander,72,73,Orthodox
Nick Osipczak,74,76,Orthodox
Nissen Osterneck,74,74,Orthodox
Rachael Ostovich,63,62,Orthodox
Pedro Otavio,75,75,Orthodox
Alexander Otsuka,73,73,Orthodox
Takafumi Otsuka,66,66,Orthodox
Quemuel Ottoni,72,72,Orthodox
Zak Ottow,71,72,Orthodox
Artur Oumakhanov,67,67,Orthodox
Sidney Outlaw,68,74,Orthodox
Alistair Overeem,76,80,Orthodox
Valentijn Overeem,75,75,Orthodox
Craig Oxley,69,69,Orthodox
Shungo Oyama,71,71,Southpaw
Ren Ozaki,67,68,Orthodox
Alptekin Ozkilic,65,65,Orthodox
Raquel Pa'aluhi,67,67,Orthodox
Nick Pace,67,68,Orthodox
Larissa Pacheco,67,67,Orthodox
Angel Pacheco,68,70,Orthodox
Teemu Packalen,73,75,Orthodox
George Pacurariu,67,67,Orthodox
Cyrillo Padilha,71,71,Orthodox
Gary Padilla,71,71,Orthodox
Fernando Padilla,73,76,Orthodox
Chris Padilla,69,74,Orthodox
Damacio Page,66,66,Orthodox
Michael Page,75,79,Switch
Dustin Pague,69,74,Orthodox
Josh Paiva,66,66,Orthodox
Raulian Paiva,68,69,Orthodox
Dinis Paiva Jr.,69,71,Southpaw
Fredson Paixao,66,66,Orthodox
Luis Pajuelo,70,69,Orthodox
Jose Palacios,69,69,Orthodox
Ricky Palacios,66,66,Orthodox
Bart Palaszewski,69,70,Orthodox
Sasha Palatnikov,73,72,Switch
Soa Palelei,76,81,Orthodox
Rousimar Palhares,68,71,Orthodox
Tulio Palhares,71,72,Orthodox
Stephen Palling,64,64,Orthodox
Eduardo Pamplona,71,71,Orthodox
Ruel Panales,65,67,Southpaw
Yuri Panferov,73,72,Orthodox
Alexandre Pantoja,65,67,Orthodox
Jared Papazian,68,67,Southpaw
Kathryn Paprocki,63,63,Orthodox
Joe Pardo,73,73,Southpaw
Bryan Pardoe,73,73,Orthodox
Remco Pardoel,75,75,Southpaw
Ido Pariente,68,68,Orthodox
Josh Parisian,76,79,Orthodox
Karo Parisyan,70,72,Orthodox
Won Sik Park,71,71,Orthodox
JunYong Park,70,73,Orthodox
Harvey Park,72,70,Orthodox
HyunSung Park,67,66,Orthodox
Jae Hyun Park,68,72,Orthodox
Eoh Jin Park,70,71,Orthodox
Norman Parke,71,70,Southpaw
Ryan Parker,75,75,Southpaw
Larry Parker,71,71,Orthodox
Tyra Parker,65,65,Orthodox
Mick Parkin,76,79,Orthodox
Willie Parks,70,70,Orthodox
Jordan Parsons,69,69,Orthodox
Preston Parsons,71,71,Orthodox
Jonny Parsons,69,69,Orthodox
Onassis Parungao,71,71,Orthodox
Ramona Pascual,67,66,Southpaw
Billy Pasulatan,65,66,Switch
Jhonoven Pati,73,75,Switch
Windri Patilima,66,71,Southpaw
Jorge Patino,68,68,Orthodox
Russell Patrick,69,69,Orthodox
Claude Patrick,71,75,Orthodox
Alan Patrick,71,74,Southpaw
Michael Patt,72,72,Orthodox
Justin Patterson,70,70,Orthodox
Sam Patterson,75,78,Orthodox
Zac Pauga,74,76,Orthodox
Julio Paulino,72,72,Orthodox
Thomas Paull,67,67,Orthodox
Sergei Pavlovich,75,84,Southpaw
Pawel Pawlak,72,73,Orthodox
Estevan Payan,70,70,Orthodox
Sarah Payant,64,64,Orthodox
Roland Payne,69,69,Orthodox
Jonathan Pearce,72,71,Switch
Joe Pearson,70,70,Orthodox
Ross Pearson,68,69,Orthodox
Andre Pederneiras,68,68,Orthodox
Carlo Pedersoli Jr.,71,75,Southpaw
Matt Pedro,70,71,Orthodox
Tyson Pedro,75,79,Orthodox
Trevor Peek,69,70,Switch
Willie Peeters,69,69,Orthodox
Filip Pejic,68,68,Orthodox
Kurt Pellegrino,68,70,Orthodox
Yan Pellerin,71,71,Orthodox
Julianna Pena,66,69,Orthodox
Luis Pena,75,75,Southpaw
Matej Penaz,75,83,Southpaw
Sherman Pendergarst,73,73,Orthodox
Drew Pendleton,68,70,Orthodox
Cathal Pendred,73,75,Orthodox
BJ Penn,69,70,Orthodox
Jessica Penne,65,67,Orthodox
Nick Penner,76,76,Southpaw
Justin Pennington,64,64,Orthodox
Raquel Pennington,67,67,Orthodox
Tecia Pennington,61,60,Orthodox
Jerron Peoples,72,72,Orthodox
Godofredo Pepey,67,73,Orthodox
Ray Perales,70,70,Orthodox
Robert Peralta,68,71,Orthodox
Viviane Pereira,61,63,Orthodox
Michel Pereira,73,73,Orthodox
Alex Pereira,76,79,Orthodox
Daniel Pereira,70,70,Orthodox
Luciano Pereira,66,67,Orthodox
Alice Pereira,67,68,Orthodox
Rolando Perez,68,68,Orthodox
Philip Perez,65,65,Southpaw
Erik Perez,68,68,Orthodox
Alejandro Perez,66,67,Orthodox
Frankie Perez,71,73,Orthodox
Jose Perez,70,71,Orthodox
Alex Perez,66,65,Orthodox
Markus Perez,73,73,Orthodox
Ailin Perez,65,66,Switch
